id,note_str,audio_path,instrument,instrument_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,pitch,velocity,sample_rate,qualities_str
guitar_acoustic_021-089-075,guitar_acoustic_021-089-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_021-089-075.wav,457,guitar_acoustic_021,3,guitar,0,acoustic,89,75,16000,fast_decay|percussive
reed_acoustic_023-056-100,reed_acoustic_023-056-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-056-100.wav,224,reed_acoustic_023,7,reed,0,acoustic,56,100,16000,bright|fast_decay|multiphonic|nonlinear_env
bass_synthetic_134-044-025,bass_synthetic_134-044-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_134-044-025.wav,914,bass_synthetic_134,0,bass,2,synthetic,44,25,16000,dark|reverb
brass_acoustic_015-068-100,brass_acoustic_015-068-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_015-068-100.wav,121,brass_acoustic_015,1,brass,0,acoustic,68,100,16000,reverb
reed_acoustic_018-063-100,reed_acoustic_018-063-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_018-063-100.wav,183,reed_acoustic_018,7,reed,0,acoustic,63,100,16000,
bass_synthetic_098-043-100,bass_synthetic_098-043-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_098-043-100.wav,803,bass_synthetic_098,0,bass,2,synthetic,43,100,16000,distortion
brass_acoustic_046-083-050,brass_acoustic_046-083-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_046-083-050.wav,414,brass_acoustic_046,1,brass,0,acoustic,83,50,16000,
mallet_acoustic_062-090-025,mallet_acoustic_062-090-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-090-025.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,90,25,16000,fast_decay|multiphonic|percussive
string_acoustic_057-065-075,string_acoustic_057-065-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_057-065-075.wav,450,string_acoustic_057,8,string,0,acoustic,65,75,16000,bright|nonlinear_env|reverb
flute_synthetic_000-068-025,flute_synthetic_000-068-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-068-025.wav,82,flute_synthetic_000,2,flute,2,synthetic,68,25,16000,distortion
organ_electronic_057-047-025,organ_electronic_057-047-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_057-047-025.wav,701,organ_electronic_057,6,organ,1,electronic,47,25,16000,dark
keyboard_electronic_003-044-075,keyboard_electronic_003-044-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_003-044-075.wav,65,keyboard_electronic_003,4,keyboard,1,electronic,44,75,16000,distortion
flute_acoustic_002-081-100,flute_acoustic_002-081-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-081-100.wav,86,flute_acoustic_002,2,flute,0,acoustic,81,100,16000,reverb
string_acoustic_056-046-100,string_acoustic_056-046-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_056-046-100.wav,436,string_acoustic_056,8,string,0,acoustic,46,100,16000,reverb
vocal_synthetic_003-060-025,vocal_synthetic_003-060-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-060-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,60,25,16000,bright|distortion|long_release|nonlinear_env
string_acoustic_057-070-075,string_acoustic_057-070-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_057-070-075.wav,450,string_acoustic_057,8,string,0,acoustic,70,75,16000,bright|nonlinear_env|reverb
mallet_acoustic_062-043-050,mallet_acoustic_062-043-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-043-050.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,43,50,16000,dark|multiphonic
reed_acoustic_023-092-127,reed_acoustic_023-092-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-092-127.wav,224,reed_acoustic_023,7,reed,0,acoustic,92,127,16000,fast_decay|multiphonic|nonlinear_env
brass_acoustic_046-092-025,brass_acoustic_046-092-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_046-092-025.wav,414,brass_acoustic_046,1,brass,0,acoustic,92,25,16000,long_release
guitar_acoustic_014-056-127,guitar_acoustic_014-056-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_014-056-127.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,56,127,16000,
organ_electronic_007-048-050,organ_electronic_007-048-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_007-048-050.wav,123,organ_electronic_007,6,organ,1,electronic,48,50,16000,distortion|long_release|nonlinear_env
keyboard_synthetic_000-058-025,keyboard_synthetic_000-058-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_synthetic_000-058-025.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,58,25,16000,distortion|fast_decay|nonlinear_env
reed_acoustic_011-071-100,reed_acoustic_011-071-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_011-071-100.wav,104,reed_acoustic_011,7,reed,0,acoustic,71,100,16000,
vocal_synthetic_003-095-050,vocal_synthetic_003-095-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-095-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,95,50,16000,bright|distortion|long_release|nonlinear_env
brass_acoustic_046-093-127,brass_acoustic_046-093-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_046-093-127.wav,414,brass_acoustic_046,1,brass,0,acoustic,93,127,16000,long_release
guitar_acoustic_014-086-050,guitar_acoustic_014-086-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_014-086-050.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,86,50,16000,fast_decay|percussive
brass_acoustic_016-081-025,brass_acoustic_016-081-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_016-081-025.wav,128,brass_acoustic_016,1,brass,0,acoustic,81,25,16000,bright
keyboard_electronic_069-074-100,keyboard_electronic_069-074-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_069-074-100.wav,805,keyboard_electronic_069,4,keyboard,1,electronic,74,100,16000,distortion
guitar_acoustic_030-041-100,guitar_acoustic_030-041-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_030-041-100.wav,642,guitar_acoustic_030,3,guitar,0,acoustic,41,100,16000,long_release|tempo-synced
vocal_synthetic_003-084-127,vocal_synthetic_003-084-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-084-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,84,127,16000,bright|distortion|long_release|nonlinear_env
guitar_acoustic_010-060-075,guitar_acoustic_010-060-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_010-060-075.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,60,75,16000,
string_acoustic_057-081-050,string_acoustic_057-081-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_057-081-050.wav,450,string_acoustic_057,8,string,0,acoustic,81,50,16000,bright|nonlinear_env|reverb
organ_electronic_028-048-100,organ_electronic_028-048-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_028-048-100.wav,440,organ_electronic_028,6,organ,1,electronic,48,100,16000,dark
brass_acoustic_015-053-100,brass_acoustic_015-053-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_015-053-100.wav,121,brass_acoustic_015,1,brass,0,acoustic,53,100,16000,reverb
vocal_synthetic_003-072-127,vocal_synthetic_003-072-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-072-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,72,127,16000,bright|distortion|long_release|nonlinear_env
string_acoustic_012-038-025,string_acoustic_012-038-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_012-038-025.wav,97,string_acoustic_012,8,string,0,acoustic,38,25,16000,long_release|reverb
bass_electronic_025-035-075,bass_electronic_025-035-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_electronic_025-035-075.wav,872,bass_electronic_025,0,bass,1,electronic,35,75,16000,
flute_acoustic_002-086-050,flute_acoustic_002-086-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-086-050.wav,86,flute_acoustic_002,2,flute,0,acoustic,86,50,16000,reverb
vocal_synthetic_003-062-127,vocal_synthetic_003-062-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-062-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,62,127,16000,bright|distortion|long_release|nonlinear_env
organ_electronic_104-051-075,organ_electronic_104-051-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_104-051-075.wav,921,organ_electronic_104,6,organ,1,electronic,51,75,16000,
keyboard_electronic_002-070-075,keyboard_electronic_002-070-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_002-070-075.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,70,75,16000,
guitar_acoustic_030-041-050,guitar_acoustic_030-041-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_030-041-050.wav,642,guitar_acoustic_030,3,guitar,0,acoustic,41,50,16000,tempo-synced
mallet_acoustic_062-035-100,mallet_acoustic_062-035-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-035-100.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,35,100,16000,dark|long_release|multiphonic
reed_acoustic_037-049-075,reed_acoustic_037-049-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_037-049-075.wav,387,reed_acoustic_037,7,reed,0,acoustic,49,75,16000,reverb
brass_acoustic_006-085-075,brass_acoustic_006-085-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_006-085-075.wav,43,brass_acoustic_006,1,brass,0,acoustic,85,75,16000,reverb
reed_acoustic_037-050-025,reed_acoustic_037-050-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_037-050-025.wav,387,reed_acoustic_037,7,reed,0,acoustic,50,25,16000,reverb
flute_synthetic_000-084-127,flute_synthetic_000-084-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-084-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,84,127,16000,distortion
organ_electronic_001-053-100,organ_electronic_001-053-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_001-053-100.wav,8,organ_electronic_001,6,organ,1,electronic,53,100,16000,dark
keyboard_electronic_003-059-100,keyboard_electronic_003-059-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_003-059-100.wav,65,keyboard_electronic_003,4,keyboard,1,electronic,59,100,16000,
organ_electronic_007-034-100,organ_electronic_007-034-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_007-034-100.wav,123,organ_electronic_007,6,organ,1,electronic,34,100,16000,distortion|long_release|nonlinear_env
brass_acoustic_016-070-075,brass_acoustic_016-070-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_016-070-075.wav,128,brass_acoustic_016,1,brass,0,acoustic,70,75,16000,bright
vocal_synthetic_003-094-025,vocal_synthetic_003-094-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-094-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,94,25,16000,bright|distortion|long_release|nonlinear_env
keyboard_electronic_001-078-100,keyboard_electronic_001-078-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_001-078-100.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,78,100,16000,
flute_synthetic_000-087-025,flute_synthetic_000-087-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-087-025.wav,82,flute_synthetic_000,2,flute,2,synthetic,87,25,16000,distortion
keyboard_electronic_069-072-025,keyboard_electronic_069-072-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_069-072-025.wav,805,keyboard_electronic_069,4,keyboard,1,electronic,72,25,16000,distortion
flute_synthetic_000-038-075,flute_synthetic_000-038-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-038-075.wav,82,flute_synthetic_000,2,flute,2,synthetic,38,75,16000,distortion
mallet_acoustic_047-088-025,mallet_acoustic_047-088-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_047-088-025.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,88,25,16000,fast_decay|percussive|reverb
organ_electronic_007-068-100,organ_electronic_007-068-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_007-068-100.wav,123,organ_electronic_007,6,organ,1,electronic,68,100,16000,distortion|long_release|nonlinear_env
vocal_acoustic_000-053-025,vocal_acoustic_000-053-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_acoustic_000-053-025.wav,46,vocal_acoustic_000,10,vocal,0,acoustic,53,25,16000,reverb
organ_electronic_001-094-127,organ_electronic_001-094-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_001-094-127.wav,8,organ_electronic_001,6,organ,1,electronic,94,127,16000,
vocal_synthetic_003-090-025,vocal_synthetic_003-090-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-090-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,90,25,16000,bright|distortion|long_release|nonlinear_env
bass_synthetic_098-045-025,bass_synthetic_098-045-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_098-045-025.wav,803,bass_synthetic_098,0,bass,2,synthetic,45,25,16000,dark
string_acoustic_057-074-127,string_acoustic_057-074-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_057-074-127.wav,450,string_acoustic_057,8,string,0,acoustic,74,127,16000,bright|nonlinear_env|reverb
organ_electronic_057-057-100,organ_electronic_057-057-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_057-057-100.wav,701,organ_electronic_057,6,organ,1,electronic,57,100,16000,dark
guitar_electronic_022-075-127,guitar_electronic_022-075-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_electronic_022-075-127.wav,378,guitar_electronic_022,3,guitar,1,electronic,75,127,16000,
organ_electronic_007-060-050,organ_electronic_007-060-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_007-060-050.wav,123,organ_electronic_007,6,organ,1,electronic,60,50,16000,distortion|long_release|nonlinear_env
mallet_acoustic_062-084-075,mallet_acoustic_062-084-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-084-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,84,75,16000,fast_decay|multiphonic
keyboard_electronic_078-073-025,keyboard_electronic_078-073-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_078-073-025.wav,838,keyboard_electronic_078,4,keyboard,1,electronic,73,25,16000,bright
reed_acoustic_037-057-075,reed_acoustic_037-057-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_037-057-075.wav,387,reed_acoustic_037,7,reed,0,acoustic,57,75,16000,long_release|reverb
flute_acoustic_002-090-075,flute_acoustic_002-090-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-090-075.wav,86,flute_acoustic_002,2,flute,0,acoustic,90,75,16000,long_release|reverb
vocal_acoustic_000-070-127,vocal_acoustic_000-070-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_acoustic_000-070-127.wav,46,vocal_acoustic_000,10,vocal,0,acoustic,70,127,16000,reverb
mallet_acoustic_062-058-127,mallet_acoustic_062-058-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-058-127.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,58,127,16000,dark|long_release|multiphonic
mallet_acoustic_056-055-127,mallet_acoustic_056-055-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_056-055-127.wav,590,mallet_acoustic_056,5,mallet,0,acoustic,55,127,16000,bright|fast_decay|percussive
mallet_acoustic_047-096-050,mallet_acoustic_047-096-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_047-096-050.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,96,50,16000,fast_decay|percussive|reverb
reed_acoustic_018-084-025,reed_acoustic_018-084-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_018-084-025.wav,183,reed_acoustic_018,7,reed,0,acoustic,84,25,16000,
reed_acoustic_018-070-075,reed_acoustic_018-070-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_018-070-075.wav,183,reed_acoustic_018,7,reed,0,acoustic,70,75,16000,
string_acoustic_057-071-050,string_acoustic_057-071-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_057-071-050.wav,450,string_acoustic_057,8,string,0,acoustic,71,50,16000,bright|nonlinear_env|reverb
guitar_acoustic_015-051-100,guitar_acoustic_015-051-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_015-051-100.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,51,100,16000,reverb
bass_electronic_025-040-075,bass_electronic_025-040-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_electronic_025-040-075.wav,872,bass_electronic_025,0,bass,1,electronic,40,75,16000,
guitar_acoustic_015-076-127,guitar_acoustic_015-076-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_015-076-127.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,76,127,16000,fast_decay|reverb
reed_acoustic_023-038-100,reed_acoustic_023-038-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-038-100.wav,224,reed_acoustic_023,7,reed,0,acoustic,38,100,16000,bright|fast_decay|multiphonic|nonlinear_env
organ_electronic_007-032-050,organ_electronic_007-032-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_007-032-050.wav,123,organ_electronic_007,6,organ,1,electronic,32,50,16000,distortion|long_release|nonlinear_env
reed_acoustic_037-046-050,reed_acoustic_037-046-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_037-046-050.wav,387,reed_acoustic_037,7,reed,0,acoustic,46,50,16000,reverb
brass_acoustic_046-068-075,brass_acoustic_046-068-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_046-068-075.wav,414,brass_acoustic_046,1,brass,0,acoustic,68,75,16000,bright
brass_acoustic_015-060-100,brass_acoustic_015-060-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_015-060-100.wav,121,brass_acoustic_015,1,brass,0,acoustic,60,100,16000,reverb
bass_synthetic_134-055-025,bass_synthetic_134-055-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_134-055-025.wav,914,bass_synthetic_134,0,bass,2,synthetic,55,25,16000,dark|reverb
guitar_acoustic_010-081-050,guitar_acoustic_010-081-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_010-081-050.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,81,50,16000,
bass_synthetic_098-092-100,bass_synthetic_098-092-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_098-092-100.wav,803,bass_synthetic_098,0,bass,2,synthetic,92,100,16000,
mallet_acoustic_062-048-075,mallet_acoustic_062-048-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-048-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,48,75,16000,dark|multiphonic
